URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-berlin-questionnaire-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.182",CPEBerlinQuestionnaireResultVS,CPE - Berlin Questionnaire Result,"Conjunto de valores BerlinQuestionnaireResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-biradsscale-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.183",CPEBIRADSScaleResultVS,CPE - BI-RADS Scale Result,"Conjunto de valores BIRADSScaleResult (CPE v2.0.0).",,"SCT"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-borg-scale-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.184",CPEBorgScaleResultVS,CPE - Borg Scale Result,"Conjunto de valores BorgScaleResult (CPE v2.0.0).",,"SCT"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-boston-scale-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.185",CPEBostonScaleResultVS,CPE - Boston Scale Result,"Conjunto de valores BostonScaleResult (CPE v2.0.0).",,"SCT"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-braden-scale-observation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.124",CPEBradenScaleObservationVS,CPE - Braden Scale Observation,"Conjunto de valores BradenScaleObservation (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-braden-scale-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.125",CPEBradenScaleResultVS,CPE - Braden Scale Result,"Conjunto de valores BradenScaleResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-bromage-scale-observation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.186",CPEBromageScaleObservationVS,CPE - Bromage Scale Observation,"Conjunto de valores BromageScaleObservation (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-bromage-scale-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.187",CPEBromageScaleResultVS,CPE - Bromage Scale Result,"Conjunto de valores BromageScaleResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-cdcwound-classification-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.188",CPECDCWoundClassificationResultVS,CPE - CDC Wound Classification Result,"Conjunto de valores CDCWoundClassificationResult (CPE v2.0.0).",,"SCT"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-ecogperformance-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.189",CPEECOGPerformanceResultVS,CPE - ECOG Performance Result,"Conjunto de valores ECOGPerformanceResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-fagerstrom-test-observation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.126",CPEFagerstromTestObservationVS,CPE - Fagerstrom Test Observation,"Conjunto de valores FagerstromTestObservation (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-fagerstrom-test-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.127",CPEFagerstromTestResultVS,CPE - Fagerstrom Test Result,"Conjunto de valores FagerstromTestResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-findriscscale-observation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.128",CPEFINDRISCScaleObservationVS,CPE - FINDRISC Scale Observation,"Conjunto de valores FINDRISCScaleObservation (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-findriscscale-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.129",CPEFINDRISCScaleResultVS,CPE - FINDRISC Scale Result,"Conjunto de valores FINDRISCScaleResult (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-flaccscale-observation-vs,1.0.0,active,"2.16.620.1.101.10.4.6.130",CPEFLACCScaleObservationVS,CPE - FLACC Scale Observation,"Conjunto de valores FLACCScaleObservation (CPE v2.0.0).",,"LOINC"
https://hl7.pt/fhir/Terminologias/ValueSet/cpe-flaccscale-result-vs,1.0.0,active,"2.16.620.1.101.10.4.6.131",CPEFLACCScaleResultVS,CPE - FLACC Scale Result,"Conjunto de valores FLACCScaleResult (CPE v2.0.0).",,"LOINC"
